VARNAMES:,CID,CIDint,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,ERRFLAG_FIT,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_NMATCH,HOST_NMATCH2,HOST_OBJID,HOST_ZPHOT,HOST_ZPHOTERR,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_CONFUSION,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_SBFLUXCAL_g,HOST_SBFLUXCAL_r,HOST_SBFLUXCAL_i,HOST_SBFLUXCAL_z,HOST_SBMAG_g,HOST_SBMAG_r,HOST_SBMAG_i,HOST_SBMAG_z,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,RA,DEC,HOST_ANGSEP_2,TGAPMAX,TrestMIN,TrestMAX,FLUXCALMAX_g,SNRMAX_g,FLUXCALMAX_r,SNRMAX_r,FLUXCALMAX_i,SNRMAX_i,FLUXCALMAX_z,SNRMAX_z,HOSTGAL_LOGMASS,HOSTGAL_LOGMASS_ERR,HOST_LOGSFR,HOST_LOGSFR_ERR,HOST_LOGsSFR,HOST_COLOR,HOST_LOGsSFR_ERR,HOST_COLOR_ERR,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,PROB_UNITY,CUTMASK,MU,MUMODEL,MUERR,MUERR_RENORM,MUERR_RAW,MUERR_VPEC,MURES,MUPULL,M0DIF,M0DIFERR,CHI2,biasCor_nevt,biasCor_mu,biasCorErr_mu,biasCor_mB,biasCor_x1,biasCor_c,biasCor_muCOVSCALE,IDSAMPLE,IZBIN,mu,delta_mu,LOG_OII,LOG_OII_ERR,SPECZ
SN:,1500031,1500031,10,1,E2,3,0,0.36704,0.001,0.36606,0.001,0.36606,0.00169,0,300,0.00721005,1,2,104407,-9,-9,0.367,0.001,9.203648,-44.13979,0.342,0.429,-4.23394,9.246,0.019,5.97,14.94,19.11,20.96,25.56006,24.56412,24.29685,24.19652,57694.0273,35.35585,33.0759,25.25786,57694.1016,0.2729,0.23411,0.22094,-0.0245068,0.0195056,22.14796,0.0249038,2.48207e-05,5.69318e-07,0.000751932,-7.57349e-08,-5.41045e-09,56,37.15125,0.97544,9.2035,-44.139801,0.342,7.3122,-10.304,42.4046,99.084,33.0759,152.00999,35.3558,148.21001,25.2579,121.67,14.5111,9.239,0.16,-0.299,0.082,-9.538,0.446,0.17979,-999,0.9975,1.0,1.0,0.9999,1.0,1,0,41.62764,41.45105,0.12993,0.1284,0.0648,0.0069,0.1811,1.394,-0.0045,0.0142,1.94,0,-0.0001,0.0,0.0,0.0,0.0,1.0,4,11,41.62760413734401,0.1826791027738679,1.262610339400929,0.0818166465794056,0.3670400083065033
SN:,1600036,1600036,10,0,E1,3,0,0.8153,0.001,0.81396,0.001,0.81396,0.00207,0,300,0.00615523,1,4,109245,-9,-9,0.8153,0.001,7.331606,-43.519558,0.702,0.619,-3.21505,11.205,0.049,3.39,18.56,61.82,109.66,26.1745,24.32856,23.02218,22.39988,57718.0312,5.42572,5.33875,4.65108,57720.4258,1.228,-1.42293,0.89263,-0.211763,0.0848475,23.9366,0.0854215,4.77925e-06,3.76013e-07,0.00677814,-1.82098e-07,7.62137e-09,37,28.6768,0.83454,7.3315,-43.519402,0.702,7.1463,-14.5486,32.8415,18.665,-999.0,51.204,5.4257,128.36,5.3387,56.972,4.6511,11.247,0.121,-0.339,9.661,-11.586,1.368,9.66176,-999,0.8348,0.9039,1.0,0.9995,1.0,1,0,43.7847,43.53384,0.33516,0.3234,0.3157,0.0034,0.3034,0.905,-0.0525,0.0242,0.82,0,-0.1216,0.0,0.0,0.0,0.0,1.0,4,17,43.784747261890004,0.3051679366403519,0.4969413631409127,0.1786890068956527,0.8152999877929688
SN:,1366187,1366187,10,0,X3,3,0,0.46406,0.001,0.4629,0.001,0.4629,0.00177,0,300,0.0237252,1,2,47384,-9,-9,0.4641,0.001,36.731888,-5.210237,1.583,1.536,-2.57603,10.317,0.01,8.64,34.86,51.62,55.34,25.15872,23.64418,23.21795,23.1424,57614.3516,42.27232,24.07771,22.41489,57611.8281,1.3386,-0.544406,0.40712,-0.0544663,0.0367539,22.69013,0.0549914,1.50643e-05,7.62992e-07,-0.0022934,4.74513e-08,-1.82696e-08,21,22.36483,0.37875,36.731701,-5.2098,1.583,7.4627,1.6756,41.9931,34.897,-999.0,99.653,42.2723,87.761,24.0777,89.605,22.4149,10.288,0.0,1.987,0.245,-8.301,0.416,0.245,-999,0.9926,0.9523,0.996,0.9982,0.9999,1,0,42.13503,42.05211,0.15586,0.1334,0.1078,0.0056,0.0773,0.496,0.0056,0.0126,0.25,0,-0.0075,0.0,0.0,0.0,0.0,1.0,0,13,42.135046221499,0.07914908037139412,1.249448886798844,0.0310541336194354,0.4640600085258484
SN:,1303722,1303722,10,0,C3,3,0,1.02547,0.001,1.02468,0.001,1.02468,0.00226,0,300,0.00706437,1,2,25617,-9,-9,1.0255,0.001,52.97147,-27.572937,1.074,1.045,-2.43899,10.391,0.007,5.56,9.13,19.59,29.22,25.63731,25.09882,24.26991,23.8358,56956.3125,12.66829,7.8206,-99.0,56956.6406,1.1612,-0.138903,0.69501,-0.0946724,0.14038,24.76055,0.0781328,2.2376e-06,1.61024e-07,0.0233518,-5.73572e-08,8.72405e-09,33,25.94645,0.80385,52.9711,-27.5728,1.074,4.5051,-14.5452,44.6308,13.655,-999.0,9.951,-999.0,22.85,12.6683,19.511,7.8206,10.395,0.054,2.143,0.134,-8.252,0.28,0.14447,-999,0.9866,0.9173,0.9995,0.9982,0.9996,1,0,44.44199,44.14716,0.43852,0.4394,0.4239,0.0028,0.2768,0.631,0.018,0.0592,0.4,0,-0.0699,0.0,0.0,0.0,0.0,1.0,1,18,44.44196846020199,0.27785157164527163,1.412170483826662,0.0328484820146201,1.0254700183868408
SN:,1315806,1315806,10,0,C1,3,0,0.6959,0.001,0.69525,0.001,0.69525,0.00197,0,300,0.00730666,1,1,23385,-9,-9,0.6959,0.001,53.461861,-27.387533,0.139,0.213,-9.0,10.65,0.084,3.16,14.1,40.16,59.0,26.25078,24.62695,23.49052,23.07287,56992.1406,7.69188,6.21114,5.56971,57001.6836,0.7831,-2.34589,0.75718,-0.266229,0.0971114,23.7226,0.0851194,5.82051e-06,4.56315e-07,0.0235444,-2.33776e-07,-1.11069e-08,43,55.81351,0.0909994,53.461899,-27.387501,0.139,5.4014,-12.597,37.9454,42.153,-999.0,42.242,7.6919,64.754,6.2111,55.066,5.5697,10.638,0.151,-1.494,8.506,-12.132,1.338,8.50734,-999,0.9958,0.1887,0.9999,0.9985,0.9998,1,0,43.51922,43.11496,0.29684,0.2829,0.2747,0.0039,0.4017,1.353,0.0025,0.0159,1.83,0,-0.0684,0.0,0.0,0.0,0.0,1.0,4,16,43.51926122287,0.402771405848128,1.1895202469679416,0.1128253160344049,0.695900022983551
SN:,1330642,1330642,10,1,X3,3,0,0.63521,0.001,0.63391,0.001,0.63391,0.00192,0,300,0.022165,1,3,39378,-9,-9,0.6352,0.001,37.040527,-4.047121,0.255,0.303,-3.94075,9.318,0.032,2.54,5.5,7.7,9.18,26.48792,25.64909,25.28377,25.09289,57316.1016,28.70126,25.17281,12.41567,57317.6719,0.4565,1.16384,0.3271,-0.0645259,0.0283591,23.03648,0.034602,1.09498e-05,3.48966e-07,0.00266402,-8.16881e-08,-5.89516e-09,37,28.95757,0.82477,37.0406,-4.0471,0.255,6.1226,-12.4841,43.6727,36.733,-999.0,80.217,28.7013,87.688,12.4157,75.479,25.1728,9.314,0.277,-0.066,0.143,-9.38,0.316,0.31173,-999,0.9959,0.99,1.0,0.7826,1.0,1,0,42.78476,42.87217,0.14432,0.1361,0.0904,0.0043,-0.0923,-0.64,0.0049,0.0134,0.41,0,-0.0118,0.0,0.0,0.0,0.0,1.0,0,15,42.784784372147,-0.09043438547183058,1.4367423210770076,0.1195892602127916,0.6352099776268005
SN:,1280762,1280762,10,0,C3,3,0,0.62682,0.001,0.62617,0.001,0.62617,0.00191,0,300,0.00882615,1,2,4260,-9,-9,0.6268,0.001,52.046097,-28.494738,0.242,0.35,-4.66988,9.276,0.018,4.81,9.88,14.03,14.88,25.79464,25.01311,24.63236,24.56849,57265.3008,13.48921,12.88431,11.83006,57261.6211,0.6262,0.0541517,0.54816,0.0416349,0.0570326,23.8817,0.0624501,5.02713e-06,2.89154e-07,0.0145404,-1.26729e-07,-1.06109e-08,34,27.01291,0.79703,52.046001,-28.494699,0.242,6.195,-7.506,42.7958,6.83,-999.0,37.394,11.8301,35.407,13.4892,42.844,12.8843,9.285,0.054,1.032,0.503,-8.253,0.149,0.50589,-999,0.9455,0.99,0.9648,0.8891,0.9958,1,0,43.15878,42.83898,0.18198,0.1716,0.1431,0.0043,0.3149,1.73,0.0049,0.0134,2.99,0,-0.0065,0.0,0.0,0.0,0.0,1.0,1,15,43.158801267934,0.3159088519598612,2.83417497046289,0.1905820990325589,0.6268200278282166
SN:,1319366,1319366,10,1,S2,3,0,0.23572,0.001,0.23482,0.001,0.23482,0.00159,0,300,0.0269744,1,2,21679,-9,-9,0.2357,0.001,41.495831,-1.088056,1.142,0.941,-2.4323,9.556,0.014,25.73,50.49,62.25,74.56,23.9739,23.24199,23.01465,22.81874,57304.207,83.10871,83.06675,72.80019,57304.6484,0.2401,1.48181,0.17984,-0.0144637,0.0161352,20.68192,0.020861,9.57701e-05,1.8401e-06,0.000461691,-1.47055e-07,-2.0644e-08,45,29.93527,0.9589,41.495499,-1.0881,1.142,8.0735,-13.3114,40.9238,434.19,83.0667,491.67001,83.1087,446.32001,72.8002,272.85999,29.9843,9.524,0.037,1.064,0.274,-8.46,0.532,0.27649,-999,0.9994,0.8425,1.0,0.9998,1.0,1,0,40.31748,40.34393,0.12227,0.1071,0.047,0.0102,-0.0244,-0.199,-0.0021,0.016,0.04,0,0.015,0.0,0.0,0.0,0.0,1.0,3,7,40.317505063521,-0.022696113124929695,1.3863841015326197,0.034141066632186,0.2357199937105178
SN:,1340470,1340470,10,0,X1,3,0,0.58187,0.001,0.58057,0.001,0.58057,0.00187,0,300,0.0182911,1,1,43692,-9,-9,0.5819,0.001,34.974407,-4.801708,0.369,0.552,-9.0,10.022,0.045,13.34,33.73,49.77,58.86,24.68711,23.67996,23.25758,23.07545,57379.0625,10.8791,10.5791,7.44133,57381.2852,0.7261,1.05367,0.76433,-0.00955718,0.0702838,23.10106,0.0768292,1.03176e-05,7.30096e-07,0.0192896,-4.39076e-07,-2.976e-08,17,21.66768,0.19784,34.9744,-4.8018,0.369,15.8016,-10.2603,28.9363,83.407,-999.0,94.407,10.8791,72.336,10.5791,79.96,7.4413,10.037,0.092,0.499,0.009,-9.538,0.427,0.0924392,-999,0.9993,0.9687,1.0,0.9976,1.0,1,0,42.72211,42.6414,0.22795,0.2154,0.1983,0.0046,0.1053,0.462,-0.0245,0.0127,0.21,0,-0.0519,0.0,0.0,0.0,0.0,1.0,2,14,42.7220811666494,0.10708049426577304,1.4221806343578771,0.0487459426655439,0.5818700194358826
SN:,1263715,1263715,10,1,S2,3,0,0.29279,0.001,0.29185,0.001,0.29185,0.00163,0,300,0.032464,1,1,12847,-9,-9,0.2928,0.001,41.609997,-1.57989,0.398,0.609,-9.0,8.72,0.049,6.17,11.78,14.47,16.65,25.52429,24.82214,24.59883,24.44646,56667.0938,51.69135,51.27297,37.80462,56667.3828,0.2062,0.6206,0.27509,-0.0414279,0.0204916,21.32522,0.0292871,5.29555e-05,1.42845e-06,0.00237455,-2.73143e-07,-2.07941e-08,27,26.33386,0.50014,41.609901,-1.5799,0.398,6.1459,-14.1288,20.6161,226.75,51.273,261.67001,51.6913,284.13,37.8046,164.64,19.4059,8.69,0.214,-0.023,0.695,-8.713,0.34,0.7272,-999,1.0,0.9967,1.0,1.0,1.0,1,0,40.90153,40.88125,0.12749,0.0906,0.0596,0.0084,0.0053,0.041,0.015,0.0109,0.0,0,0.0108,0.0,0.0,0.0,0.0,1.0,3,9,40.901560144607004,0.006948044574116352,1.6813642537557705,0.1086536012818253,0.2927899956703186
SN:,1260522,1260522,10,0,X3,3,0,0.74274,0.001,0.74133,0.001,0.74133,0.00201,0,300,0.0253598,1,2,19405,-9,-9,0.7427,0.001,35.941166,-3.843898,0.76,0.882,-3.18977,10.571,0.027,3.36,10.27,24.74,36.53,26.18415,24.97107,24.0165,23.59338,56635.1523,16.42623,14.6654,11.72439,56643.3125,0.7758,0.57923,0.64799,0.0741578,0.0611466,24.06996,0.0550558,4.22685e-06,2.14336e-07,0.020977,-1.08181e-07,-7.73878e-09,22,21.91106,0.46521,35.941299,-3.8441,0.76,4.586,-9.3177,30.246,8.796,-999.0,22.861,11.7244,35.474,16.4262,35.604,14.6654,10.559,0.082,1.146,0.549,-9.413,0.979,0.55509,-999,0.9927,0.9765,0.9999,0.9985,0.9994,1,0,43.34018,43.28579,0.18858,0.1797,0.1514,0.0037,0.0518,0.275,0.0025,0.0159,0.08,0,-0.0048,0.0,0.0,0.0,0.0,1.0,0,16,43.340196312025995,0.05380826596898913,1.1707712985131282,0.1317732178222737,0.7427399754524231
SN:,1247570,1247570,10,0,X1,3,0,0.5806,0.001,0.57927,0.001,0.57927,0.00187,0,300,0.018683,1,1,14328,-9,-9,0.5806,0.001,33.70203,-4.508106,0.342,0.424,-9.0,9.828,0.016,34.28,64.57,81.03,77.73,23.6624,22.97492,22.72839,22.77353,56543.332,11.18768,8.75127,7.73839,56540.0547,1.423,-0.668768,0.88909,-0.0591123,0.0603869,22.9986,0.0536245,1.13386e-05,5.60015e-07,0.0034417,-2.2745e-07,-1.66629e-08,34,33.40307,0.49671,33.7019,-4.5081,0.342,7.5575,-3.6996,42.3791,29.392,-999.0,75.512,11.1877,83.009,8.7513,83.061,7.7384,9.814,0.035,1.559,0.397,-8.255,-0.144,0.39854,-999,0.9983,0.986,0.9997,0.9994,1.0,1,0,42.48062,42.63557,0.24266,0.2293,0.215,0.0046,-0.1304,-0.537,-0.0245,0.0127,0.29,0,-0.0517,0.0,0.0,0.0,0.0,1.0,2,14,42.48060546181899,-0.1285231904027242,1.7650641844367254,0.0409112597838351,0.5806000232696533
SN:,1643313,1643313,10,0,C2,3,0,0.39093,0.001,0.39044,0.001,0.39044,0.00171,0,300,0.00964227,1,2,112519,-9,-9,0.3909,0.001,54.514984,-29.538666,1.781,1.334,-2.25438,10.712,0.011,24.52,69.38,91.99,117.58,24.0262,22.89691,22.59065,22.32417,57751.1445,32.73421,20.35123,12.64495,57752.4023,0.3853,0.53555,0.32192,0.0617609,0.0347534,22.33416,0.0362806,2.09092e-05,6.98694e-07,0.00133331,-8.80904e-08,-1.86513e-08,26,20.46478,0.76903,54.5145,-29.5389,1.781,6.5323,-8.8351,34.2958,70.307,-999.0,135.42,32.7342,133.28,20.3512,122.31,12.645,10.724,0.042,1.019,0.251,-9.705,0.772,0.25449,-999,0.9996,0.9822,1.0,0.9999,1.0,1,0,41.63165,41.61428,0.14516,0.1434,0.0916,0.0065,0.0218,0.151,-0.0045,0.0142,0.02,0,-0.0052,0.0,0.0,0.0,0.0,1.0,4,11,41.631647922003,0.022707485387705617,0.8423667827020003,0.033580799816959,0.3909299969673157
SN:,1682020,1682020,10,1,E1,3,0,0.22015,0.001,0.21924,0.001,0.21924,0.00158,0,300,0.00711413,4,8,116784,-9,-9,0.2201,0.001,8.464725,-42.618229,3.164,1.484,-0.95957,11.052,0.061,24.57,74.58,105.03,133.00999,24.02399,22.81844,22.44672,22.19029,57772.0391,64.07772,63.67743,44.08909,57770.7383,0.3722,0.55998,0.40703,-0.144744,0.0230029,20.14237,0.0308897,0.000157417,4.47858e-06,0.00402047,-1.30135e-06,-7.14337e-08,8,7.86398,0.44687,8.4635,-42.618401,3.164,10.6288,-9.5691,7.6259,795.90997,64.0777,763.01001,63.6774,586.89001,44.0891,361.17999,22.9922,11.033,0.031,0.091,10.091,-10.942,1.587,10.09105,-999,0.9999,0.5989,0.9998,0.9957,1.0,1,0,39.98643,40.17619,0.1366,0.1196,0.0768,0.0109,-0.1877,-1.374,-0.0021,0.016,1.89,0,0.0151,0.0,0.0,0.0,0.0,1.0,4,7,39.986443528920006,-0.18598917558985306,0.0571752425487981,0.4076179510760799,0.2201499938964843
SN:,1321276,1321276,10,0,X3,3,0,0.33227,0.001,0.33121,0.001,0.33121,0.00167,0,300,0.0214326,1,1,37607,-9,-9,0.3323,0.001,37.034294,-4.091055,0.704,0.721,-9.0,9.974,0.057,21.89,52.09,70.36,97.35,24.14939,23.20811,22.88169,22.52916,57025.1172,52.22664,39.13198,35.52666,57024.1602,0.2244,0.0568345,0.25829,-0.0164446,0.0217037,21.96759,0.0280745,2.93066e-05,7.57796e-07,0.00183019,-1.00744e-07,-1.02919e-08,19,35.16945,0.0133247,37.034199,-4.0909,0.704,5.2425,-14.3171,20.9317,125.34,39.132,161.05,52.2266,171.41,35.5267,124.83,25.1707,9.852,0.044,1.106,0.611,-8.746,0.565,0.61258,-999,0.9862,0.99,0.9993,0.9996,0.9996,1,0,41.38367,41.19834,0.12853,0.1184,0.0619,0.0075,0.161,1.253,0.0243,0.011,1.57,0,0.0133,0.0,0.0,0.0,0.0,1.0,0,10,41.383661796853,0.16281288044802977,1.4185380054239878,0.0961683296940678,0.3322699964046478
SN:,1324509,1324509,10,0,C2,3,0,0.21105,0.001,0.21062,0.001,0.21062,0.00157,0,300,0.00999805,1,2,25100,-9,-9,0.2111,0.001,54.563309,-28.812611,0.299,0.264,-4.84399,10.322,0.011,121.36,266.04001,397.22,479.57001,22.28981,21.43763,21.00242,20.79787,57044.1719,80.79301,67.85358,42.22616,57042.4805,0.2496,-0.869629,0.23289,0.079201,0.0203677,20.94511,0.0253115,7.51545e-05,1.75206e-06,0.0015511,-1.95313e-07,-2.68953e-08,28,39.86544,0.0679736,54.563202,-28.812599,0.299,8.1799,-14.3761,20.3336,356.64001,80.793,415.85999,67.8536,383.31,42.2262,265.64001,20.6093,10.336,0.024,0.99,0.231,-9.346,0.91,0.23224,-999,0.9999,0.9533,1.0,0.9999,1.0,1,0,39.9539,40.07773,0.12421,0.1088,0.0516,0.0113,-0.1217,-0.98,-0.0021,0.016,0.96,0,0.0125,0.0,0.0,0.0,0.0,1.0,4,7,39.9538848378,-0.1209341606172103,1.2901233352235042,0.0353398089573622,0.2110500037670135
SN:,1319711,1319711,10,0,X3,3,0,0.2427,0.001,0.24171,0.001,0.24171,0.00159,0,300,0.0227074,1,1,-13109,-9,-9,0.2427,0.001,36.47266,-4.849606,0.272,0.351,-9.0,10.112,0.076,27.0,85.52,132.05,169.42999,23.92159,22.66983,22.19815,21.92752,57018.0977,140.29782,128.20299,72.39856,57019.6758,0.181,-0.282341,0.19824,-0.0751935,0.0199028,20.85932,0.0250501,8.13341e-05,1.87654e-06,0.00195336,-2.32914e-07,-2.78751e-08,17,15.68256,0.54644,36.472698,-4.8497,0.272,5.5983,-11.7404,26.049,388.98001,128.203,361.45999,140.29781,368.23001,72.3986,213.21001,38.3237,10.186,0.178,-0.782,0.209,-10.968,1.319,0.27453,-999,1.0,0.9556,1.0,0.9999,0.9999,1,0,40.37607,40.41502,0.12142,0.0832,0.0448,0.01,-0.0604,-0.497,0.0214,0.012,0.25,0,0.0189,0.0,0.0,0.0,0.0,1.0,0,8,40.376021605625,-0.05861894545051882,0.721643937378121,0.2796585819963595,0.24269999563694
SN:,1309509,1309509,10,0,C3,3,0,0.96373,0.001,0.96296,0.001,0.96296,0.0022,0,300,0.00669634,1,4,25896,-9,-9,0.9637,0.001,52.96883,-27.248276,0.906,1.341,-2.49192,10.246,0.08,2.81,5.21,12.81,20.85,26.37823,25.7079,24.73113,24.20223,56980.2539,9.55886,8.91406,-99.0,56970.8438,1.1653,-0.347322,0.74974,0.00267385,0.1412,24.64803,0.0716317,2.48192e-06,1.63746e-07,0.00927508,-7.11451e-08,3.48995e-10,30,56.00402,0.00272743,52.9687,-27.2481,0.906,4.6468,-14.1114,40.88,11.259,-999.0,14.138,-999.0,17.505,8.9141,24.461,9.5589,10.174,0.058,0.471,0.038,-9.703,0.634,0.0693397,-999,0.8215,0.9873,0.9795,0.995,0.8549,1,0,44.01967,43.98119,0.4309,0.4318,0.416,0.003,0.0204,0.047,0.018,0.0592,0.0,0,-0.0587,0.0,0.0,0.0,0.0,1.0,1,18,44.0197055848695,0.02155218937454606,1.3670646277010507,0.0651435090416298,0.963729977607727
SN:,1339702,1339702,10,0,E1,3,0,0.2571,0.001,0.25616,0.001,0.25616,0.00161,0,300,0.00792966,2,2,43514,-9,-9,0.2571,0.001,8.466603,-42.546654,0.33,0.356,-3.65535,9.839,0.01,38.19,81.98,110.48,131.24001,23.54513,22.71573,22.39179,22.20483,57376.043,21.77307,18.0812,15.80766,57374.7109,0.3059,-1.9217,0.4212,0.0379645,0.0414409,21.73776,0.0575181,3.62155e-05,1.91856e-06,0.00975208,-5.33286e-07,-6.88673e-08,28,12.26717,0.99562,8.4667,-42.5467,0.33,6.3701,-7.6969,25.7226,199.27,15.8077,218.24001,21.7731,202.72,18.0812,155.60001,15.3668,9.841,0.025,0.645,0.466,-9.196,0.789,0.46667,-999,0.9997,0.7737,1.0,1.0,0.9999,1,0,40.68574,40.55783,0.13731,0.094,0.0783,0.0094,0.1065,0.776,0.0214,0.012,0.6,0,0.0184,0.0,0.0,0.0,0.0,1.0,4,8,40.685748293715,0.10819174900988315,1.3273119338650108,0.0610690817186052,0.257099986076355
SN:,1288083,1288083,10,0,X2,3,0,0.23147,0.001,0.23048,0.001,0.23048,0.00159,0,300,0.0221231,1,2,16588,-9,-9,0.2315,0.001,35.583374,-6.613701,0.314,0.287,-4.42516,10.058,0.054,26.58,87.62,138.03999,176.57001,23.93861,22.64349,22.14999,21.88271,56690.0391,72.02074,52.63144,36.54058,56685.3086,0.4439,-2.4076,0.46892,-0.0973702,0.0321347,20.9503,0.045258,7.47964e-05,3.11783e-06,0.00571142,-6.7014e-07,-5.5408e-08,14,8.10557,0.88375,35.583302,-6.6138,0.314,6.5248,-14.807,9.551,328.26999,72.0207,345.10001,52.6314,311.64001,36.5406,205.64,17.5744,10.097,0.191,-0.559,9.441,-10.656,1.363,9.44293,-999,0.9998,0.4859,1.0,0.9994,0.9999,1,0,40.19236,40.29842,0.14814,0.1297,0.0959,0.0104,-0.104,-0.702,-0.0021,0.016,0.49,0,0.016,0.0,0.0,0.0,0.0,1.0,2,7,40.192382669366,-0.10214193007524841,0.5011915516564632,0.4357048282649102,0.2314700037240982
SN:,1260159,1260159,10,0,X1,3,0,0.43153,0.001,0.43034,0.001,0.43034,0.00175,0,300,0.0189898,1,1,13840,-9,-9,0.4315,0.001,34.788071,-4.037522,1.602,1.234,-9.0,10.998,0.07,6.36,27.07,40.83,51.53,25.49136,23.91878,23.47255,23.21985,56642.1172,23.19748,16.41582,11.61904,56631.6719,0.7574,-1.99113,0.53617,0.0300772,0.0716512,22.79817,0.0797431,1.36375e-05,1.00162e-06,0.00600571,-2.01805e-07,-4.92275e-08,32,22.78852,0.88485,34.7882,-4.0371,1.602,6.2979,-11.6298,41.4902,48.305,-999.0,86.311,23.1975,97.269,16.4158,87.011,11.619,10.975,0.111,0.161,10.161,-10.814,1.298,10.16161,-999,0.9157,0.9075,0.9934,0.9996,0.998,1,0,41.79019,41.86436,0.20869,0.194,0.1757,0.0059,-0.0885,-0.424,0.0144,0.013,0.18,0,-0.0152,0.0,0.0,0.0,0.0,1.0,2,12,41.790220223424,-0.08664773058342945,1.210169500310969,0.153179579847774,0.4315299987792969
SN:,1258118,1258118,10,0,S2,3,0,0.62638,0.001,0.62518,0.001,0.62518,0.00191,0,300,0.0277735,1,2,12769,-9,-9,0.6264,0.001,40.812962,-1.437297,0.44,0.637,-3.46309,9.822,0.036,8.38,19.13,29.92,35.81,25.19189,24.29571,23.8101,23.61499,56609.0742,12.05048,9.97022,6.83003,56605.9492,1.1405,-0.165358,0.78548,0.0507683,0.0753446,23.45683,0.0714358,7.43479e-06,4.89171e-07,0.00995702,-2.4915e-07,-1.76898e-08,37,23.2149,0.96248,40.812801,-1.4373,0.44,6.7467,-9.6216,42.488,5.964,-999.0,51.293,12.0505,55.801,9.9702,61.909,6.83,9.786,0.0,1.485,0.291,-8.301,0.425,0.291,-999,0.9964,0.998,0.9994,0.9995,0.9995,1,0,42.7224,42.83556,0.25611,0.2414,0.2301,0.0043,-0.1181,-0.461,0.0049,0.0134,0.21,0,-0.0548,0.0,0.0,0.0,0.0,1.0,3,15,42.722421977921,-0.11630837742195155,2.2017499995007075,0.1110962612156312,0.6263800263404846
SN:,1655086,1655086,10,0,C3,3,0,0.42839,0.001,0.42781,0.001,0.42781,0.00174,0,300,0.00951773,1,1,113539,-9,-9,0.4284,0.001,51.794254,-28.319195,0.624,0.885,-9.0,8.853,0.018,3.66,8.03,11.01,11.79,26.0913,25.23821,24.89553,24.82122,57763.1016,70.22243,52.05412,27.72801,57761.0039,0.2453,0.189,0.25622,-0.00110392,0.0277376,22.52125,0.0333034,1.75995e-05,5.3984e-07,0.00196154,-8.10685e-08,-1.21422e-08,22,19.43396,0.6184,51.7943,-28.319,0.624,6.2871,-10.4439,29.4283,46.429,-999.0,115.52,70.2224,113.97,52.0541,92.318,27.728,8.821,0.051,0.623,0.441,-8.198,0.212,0.44394,-999,0.9949,1.0,1.0,1.0,1.0,1,0,41.93099,41.84829,0.13236,0.123,0.0696,0.006,0.0683,0.516,0.0144,0.013,0.27,0,-0.0012,0.0,0.0,0.0,0.0,1.0,1,12,41.931016320213594,0.06929034004480883,1.5467763881055028,0.0674026763187587,0.4283899962902069
SN:,1488098,1488098,10,0,X3,3,0,0.75217,0.001,0.75076,0.001,0.75076,0.00202,0,300,0.0214043,1,1,104677,-9,-9,0.7522,0.001,36.081303,-4.422551,0.124,0.12,-9.0,10.938,0.002,2.18,15.16,45.55,70.39,26.65386,24.54825,23.35378,22.88122,57681.2891,17.02002,16.50915,9.40976,57686.0352,0.5504,-0.291355,0.35405,-0.165369,0.0429907,23.6207,0.0401623,6.3932e-06,2.3649e-07,0.00257661,-5.70946e-08,-8.98449e-10,41,49.035,0.182,36.081299,-4.4225,0.124,5.6782,-14.7674,43.3904,20.634,-999.0,43.816,16.5091,51.15,17.02,43.781,9.4098,10.944,0.084,-0.659,1.375,-11.603,1.414,1.37756,-999,0.9724,0.7254,1.0,0.999,1.0,1,0,43.40374,43.3193,0.18136,0.1728,0.1423,0.0037,0.0819,0.452,0.0025,0.0159,0.2,0,-0.003,0.0,0.0,0.0,0.0,1.0,0,16,43.40371628012001,0.08381205230269018,0.5268259800259812,0.3682523003943663,0.7521700263023376
